Class,ISBN,Title,Author,Year Pub,Req-Rec,Documents,AVA/AVD/AVE,URL,Link   
 ENG 42A 1,9.78077E+12,BALLAD OF BLACK TOM,LAVALLE,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780765387868,Link
 ENG 42A 1,9.78081E+12,PYM,JOHNSON,2011,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780812981766,Link
 ENG 42A 1,9.78081E+12,I TITUBA BLACK WITCH OF SALEM,CONDE,1992,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780813927671,Link
 ENG 42A 1,9.78125E+12,RING SHOUT,CLARK,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781250767028,Link
 ENG 42A 1,9.78155E+12,SOUCOUYANT,CHARIANDY,2008,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781551522265,Link
 ENG 42A 1,9.78155E+12,SOUCOUYANT,CHARIANDY,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781551523767,Link
 ENG 42B 1,9.78053E+12,OCTOPUS MUSEUM,SHAUGHNESSY,N/A,REQ,2,AVA,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780525655657,Link
 ENG 42B 1,9.78067E+12,RIME OF THE MODERN MARINER,HAYES,N/A,REQ,1,AVA,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780670025800,Link
 ENG 42B 1,9.78088E+12,BEAR,ENGEL,1976,REQ,1,AVA,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780879236670,Link
 ENG 42B 1,9.78162E+12,SOUND OF A WILD SNAIL EATING,BAILEY,2016,REQ,1,AVE,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781616206420,Link
 ENVS 42B 1,9.78194E+12,CLIMATE STUDIES STUDENT PACKAGE 2020-2021,AMS,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781944970642,Link
 FA 169A 1,9.78185E+12,THREE ECOLOGIES,GUATTARI,2008,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781847063052,Link
 FA 42B 1,9.7805E+12,GOTHIC CATHEDRAL,WILSON,1990,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780500276815,Link
 FA 42B 1,9.7808E+12,GOTHIC ART 1140-C1450: SOURCES & DOCUMENTS,FRISCH,1987,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780802066794,Link
 FA 71B 1,9.78023E+12,HISTORY OF ART IN JAPAN,TSUJI,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780231193412,Link
 FREN 105A 1,9.78021E+12,CONTRASTES: GRAMMAIRE DU FRANCAIS COURANT (W/OUT MYFRENCHLAB),ROCHAT,2010,REQ,1,AVA,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780205646999,Link
 FREN 10A 1,9.78848E+12,ENTRE NOUS 1 (W/WKBK & 2 CDS),DIFUSION,2014,REQ,,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9788484439189,Link
 FREN 32A 1,9.78131E+12,CONTROVERSES (STUDENT WORKBOOK),OUKADA,2016,CRQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781305105799,Link
 FREN 32A 1,9.78131E+12,CONTROVERSES (W/PRINTED ACCESS CARD & WORKBOOK),OUKADA,2016,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781305515840,Link
 GRK 115B 1,9.7802E+12,FROGS,ARISTOPHANES,1993,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780198150053,Link
 GRK 20B 1,9.78019E+12,ATHENAZE BOOK 1 (REV),BALME,2016,REQ,,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780190607661,Link
 GRK 20B 1,9.78019E+12,ATHENAZE (BKII),BALME,2015,REQ,,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780190607678,Link
 GRK 20B 1,9.78019E+12,ATHENAZE BOOK I: AN INTRODUCTION TO ANCIENT GREEK,BALME,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780190651886,Link
 GRK 20B 1,9.78019E+12,ATHENAZE BOOK II: AN INTRODUCTION TO ANCIENT GREEK,BALME,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780190651893,Link
 GRK 20B 1,9.78067E+12,GREEK GRAMMAR,SMYTH,1956,REC,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780674362505,Link
 GRK 20B 1,9.78159E+12,GREEK PARADIGM HANDBOOK,GEANNIKIS,2008,REQ,1,AVA,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781585103072,Link
 GRK 20B 1,9.78159E+12,GREEK PARADIGM HANDBOOK,WILFORD,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781585104741,Link
 GRK 20B 1,9.78184E+12,LIDDELL & SCOTT'S GREEK-ENGLISH LEXICON (ABRIDGED),LIDDELL,2007,REC,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781843560265,Link
 HBRW 10A 1,9.78161E+12,BRANDEIS MODERN HEBREW,RINGVALD,2015,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781611689181,Link
 HBRW 10A 1,9.78168E+12,BRANDEIS MODERN HEBREW,RINGVALD,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781684580552,Link
 HBRW 34A 1,9.78161E+12,BRANDEIS MODERN HEBREW: INTERMEDIATE TO ADVANCE (PILOT ED),RINGVALD,2013,REQ,1,AVA,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781611684476,Link
 HBRW 34A 1,9.78168E+12,BRANDEIS MODERN HEBREW INTERMEDIATE TO ADVANCED,RINGVALD,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781684580583,Link
 HBRW 44B 1,9.78161E+12,BRANDEIS MODERN HEBREW: INTERMEDIATE TO ADVANCE (PILOT ED),RINGVALD,2013,REQ,1,AVA,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781611684476,Link
 HBRW 44B 1,9.78168E+12,BRANDEIS MODERN HEBREW INTERMEDIATE TO ADVANCED,RINGVALD,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781684580583,Link
 HISP 160A 1,9.78843E+12,EL BESO DE LA MUJER ARANA,PUIG,2006,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9788432217272,Link
 HISP 163B 1,9.78074E+12,LINE BECOMES A RIVER,CANTU,2019,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780735217737,Link
 ENG 18A 1,9.78198E+12,NORMAL PEOPLE,ROONEY,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781984822185,Link
 HISP 163B 1,9.78081E+12,LA TRAVESIA DE ENRIQUE,NAZARIO,2006,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780812975802,Link
 HISP 163B 1,9.78087E+12,RETABLOS,SOLIS,2018,REQ,1,AVE,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780872867864,Link
 HIST 106B 1,9.78031E+12,RISE & FALL OF BRITISH EMPIRE,JAMES,1994,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780312169855,Link
 HIST 106B 1,9.78132E+12,THE BRITISH EMPIRE,LEVINE,N/A,REQ,2,AVE,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781317860877,Link
 HIST 106B 1,9.78141E+12,BRITISH EMPIRE:SUNRISE TO SUNSET,LEVINE,2013,REQ,2,AVA,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781408269206,Link
 HIST 106B 1,9.78147E+12,THE RISE AND FALL OF THE BRITISH EMPIRE,JAMES,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781466842137,Link
 HIST 158A 1,9.78069E+12,ORIGINS OF URBAN CRISIS,SUGRUE,2005,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780691121864,Link
 HIST 158A 1,9.78082E+12,CHARLESTON SYLLABUS,WILLIAMS,2016,REQ,1,AVA,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780820349572,Link
 HIST 158A 1,9.78161E+12,FROM BLACKLIVESMATTER TO BLACK LIBERATION,TAYLOR,2016,REQ,2,AVA,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781608465620,Link
 HIST 158A 1,9.78161E+12,FROM #BLACKLIVESMATTER TO BLACK LIBERATION,TAYLOR,N/A,REQ,2,AVE,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781608465637,Link
 HIST 159B 1,9.78014E+12,EYES ON THE PRIZE: CIVIL RIGHTS READER,CARSON,1991,REQ,1,AVA,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780140154030,Link
 HIST 159B 1,9.78031E+12,CAN'T STOP WON'T STOP,CHANG,2005,REQ,1,AVA,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780312425791,Link
 HIST 159B 1,9.78038E+12,TROUBLE IN MIND,LITWACK,1998,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780375702631,Link
 HIST 159B 1,9.78068E+12,BLACK RECONSTRUCTION IN AMERICA: 1860-1880,DUBOIS,1992,REQ,1,AVA,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780684856575,Link
 HIST 159B 1,9.78143E+12,CAN'T STOP WON'T STOP,CHANG,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781429902694,Link
 HIST 66A 1,9.78042E+12,MODERN SOUTH ASIA,BOSE,2011,REQ,1,AVA,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780415779432,Link
 HIST 66A 1,9.78114E+12,HISTORY OF INDIA,KULKE,2016,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781138961159,Link
 HIST 66A 1,9.78132E+12,A HISTORY OF INDIA,ROTHERMUND,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781317242130,Link
 HRNS 230A 1,9.78112E+12,NONPROFIT MANAGEMENT 101,HEYMAN,2019,REQ,1,AVE,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781119585459,Link
 HRNS 230A 1,9.78112E+12,NONPROFIT MANAGEMENT 101,HEYMAN,N/A,REQ,1,AVE,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781119585473,Link
 HS 251B 1,9.78131E+12,MANAGERIAL ACCOUNTING (CUSTOM),MCGRAW,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781308487014,Link
 HS 251B 2,9.78131E+12,MANAGERIAL ACCOUNTING (CUSTOM),MCGRAW,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781308487014,Link
 HS 450A 1,9.78131E+12,FINANCIAL ACCOUNTING,ANDERSON,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781307225129,Link
 HSSP 192B 1,9.78031E+12,EXPECTING ADAM,BECK,2010,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780307719645,Link
 HSSP 192B 1,9.78074E+12,STATE BOYS REBELLION,DANTONIO,2004,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780743245135,Link
 HSSP 192B 1,9.78081E+12,BEING HEUMANN LARGE PRINT EDITION,HEUMANN,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780807019504,Link
 HSSP 192B 1,9.78114E+12,DISABILITY STUDIES READER,DAVIS,2017,REQ,1,AVA,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781138930230,Link
 ITAL 20B 1,9.78113E+12,CIAO (W/OUT ACCESS CODE),RIGA,2014,REQ,1,AVA,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781133604228,Link
 ITAL 20B 1,9.78129E+12,CIAO!,PHILLIPS,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781285415413,Link
 ITAL 20B 1,9.78129E+12,CIAO!,PHILLIPS,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781285415413,Link
 ITAL 20B 1,9.78129E+12,CIAO!,PHILLIPS,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781285415413,Link
 JAPN 105B 1,9.78487E+12,TOBIRA,OKA,2009,REQ,1,AVA,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9784874244470,Link
 JAPN 105B 1,9.78487E+12,TOBIRA: POWER UP YOUR KANJI (WKBK),OKA,2011,REQ,1,AVA,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9784874244876,Link
 JAPN 140A 1,9.78023E+12,CHUSHINGURA,KEENE,1971,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780231035316,Link
 JAPN 140A 1,9.78023E+12,EARLY MODERN JAPANESE LITERATURE,SHIRANE,2008,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780231144155,Link
 JAPN 140A 1,9.78082E+12,EDO ANTHOLOGY,JONES,2013,REQ,1,AVE,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780824837402,Link
 JAPN 40B 1,9.78479E+12,GENKI 2 (W/CD),BANNO,2011,REQ,2,AVA,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9784789014434,Link
 JAPN 40B 2,9.78479E+12,GENKI 2 (W/CD),BANNO,2011,REQ,2,AVA,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9784789014434,Link
 JAPN 40B 1,9.78479E+12,GENKI 2 (WKBK)(W/CD),BANNO,2011,REQ,2,AVA,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9784789014441,Link
 JAPN 40B 2,9.78479E+12,GENKI 2 (WKBK)(W/CD),BANNO,2011,REQ,2,AVA,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9784789014441,Link
 JOUR 130B 1,9.78059E+12,CALLING BULLSHIT,BERGSTROM,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780593229767,Link
 KOR 20B 1,9.78082E+12,INTEGRATED KOREAN: BEGINNING 2,CHO,2010,REQ,,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780824835156,Link
 KOR 20B 1,9.78082E+12,INTEGRATED KOREAN WORKBOOK,PARK,2010,REQ,1,AVA,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780824835163,Link
 KOR 20B 2,9.78082E+12,INTEGRATED KOREAN: BEGINNING 2,CHO,2010,REQ,,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780824835156,Link
 KOR 20B 2,9.78082E+12,INTEGRATED KOREAN WORKBOOK,PARK,2010,REQ,1,AVA,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780824835163,Link
 KOR 40B 1,9.78082E+12,INTEGRATED KOREAN: INTERMEDIATE 2,CHO,2012,REQ,,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780824838133,Link
 LAT 20B 1,9.7803E+12,LEARN TO READ LATIN,KELLER,2015,REQ,1,AVA,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780300194951,Link
 ENG 117B 1,9.78068E+12,ABSALOM ABSALOM (TRADE ED),FAULKNER,1991,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780679732181,Link
 LING 110A 1,9.78112E+12,INTRODUCTORY PHONOLOGY,HAYES,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781118315958,Link
 LING 110A 1,9.78141E+12,INTRODUCTORY PHONOLOGY,HAYES,2009,REQ,1,AVA,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781405184113,Link
 LING 110A 1,9.78144E+12,INTRODUCTORY PHONOLOGY,HAYES,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781444360134,Link
 LING 115A 1,9.78141E+12,WHAT IS MORPHOLOGY?,ARONOFF,2010,REQ,2,AVE,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781405194679,Link
 HISP 160A 1,9.78843E+12,ESTRELLA DISTANTE (ANAGRAMA #242),BOLANO,2000,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9788433966735,Link
 LING 173A 1,9.78161E+12,LANGUAGE IN MIND,SEDIVY,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781605357058,Link
 LING 173A 1,9.78161E+12,LANGUAGE IN MIND,SEDIVY,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781605358369,Link
 LING 197A 1,9.78132E+12,FIRST LANGUAGE ACQUISITION,CLARK,2016,REQ,1,AVA,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781316507605,Link
 MATH 100B 1,9.78047E+12,ABSTRACT ALGEBRA,DUMMIT,2004,REQ,1,AVA,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780471433347,Link
 MATH 102A 1,9.78013E+12,DIFFERENTIAL GEOMETRY OF CURVES & SURFACES,DOCARMO,1976,REQ,1,AVA,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780132125895,Link
 MATH 115A 1,9.78007E+12,COMPLEX VARIABLES & APPL,BROWN,2015,REQ,1,AVA,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780073383170,Link
 MATH 115A 1,9.78007E+12,COMPLEX VARIABLES AND APPLICATIONS,BROWN,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780073530857,Link
 MATH 115A 1,9.78007E+12,COMPLEX VARIABLES AND APPLICATIONS,BROWN,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780073530857,Link
 MATH 115A 1,9.78007E+12,COMPLEX VARIABLES AND APPLICATIONS,BROWN,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780073530857,Link
 MATH 141B 1,9.78007E+12,COMPLEX ANALYSIS,AHLFORS,1979,REQ,1,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780070006577,Link
 MATH 15A 1,9.78013E+12,LINEAR ALGEBRA AND ITS APPLICATIONS (SUBSCRIPTION),MCDONALD,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780134013473,Link
 MATH 15A 1,9.78032E+12,LINEAR ALGEBRA & ITS APPL (TEXT ONLY),LAY,2016,REQ,1,AVA,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780321982384,Link
