Class,ISBN,Title,Author,Year Pub,Req-Rec,Documents,AVA/AVD/AVE,URL,Link   
 BIOL 43B 1,9.78193E+12,ANATOMIST,HAYES,2009,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781934137215,Link
 BIOL 43B 2,9.78013E+12,ANATOMY COLORING BOOK THE (SUBSCRIPTION),ELSON,N/A,REC,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780133926989,Link
 BIOL 43B 2,9.78013E+12,HUMAN ANATOMY,MARTINI,2018,REQ,1,AVA,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780134320762,Link
 BIOL 43B 2,9.78013E+12,HUMAN ANATOMY (SUBSCRIPTION),NATH,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780134424873,Link
 BIOL 43B 2,9.78031E+12,YOUR INNER FISH,SHUBIN,2009,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780307277459,Link
 BIOL 43B 2,9.78032E+12,ANATOMY COLORING BOOK,KAPIT,2014,REC,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780321832016,Link
 BIOL 43B 2,9.78193E+12,ANATOMIST,HAYES,2009,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781934137215,Link
 BIOL 43B 3,9.78013E+12,ANATOMY COLORING BOOK THE (SUBSCRIPTION),ELSON,N/A,REC,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780133926989,Link
 BIOL 43B 3,9.78013E+12,HUMAN ANATOMY,MARTINI,2018,REQ,1,AVA,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780134320762,Link
 BIOL 43B 3,9.78013E+12,HUMAN ANATOMY (SUBSCRIPTION),NATH,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780134424873,Link
 BIOL 43B 3,9.78031E+12,YOUR INNER FISH,SHUBIN,2009,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780307277459,Link
 BIOL 43B 3,9.78032E+12,ANATOMY COLORING BOOK,KAPIT,2014,REC,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780321832016,Link
 BIOL 43B 3,9.78193E+12,ANATOMIST,HAYES,2009,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781934137215,Link
 BUS/FIN 241A 1,9.78149E+12,HANDS-ON MACHINE LEARNING WITH SCIKIT-LEARN KERAS AND TENSORFLOW,GERON,N/A,REQ,1,AVE,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781492032618,Link
 BUS/FIN 241A 1,9.78149E+12,HANDS-ON MACHINE LEARNING WITH SCIKIT-LEARN KERAS & TENSORFLOW,GERON,N/A,REQ,1,AVE,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781492032649,Link
 BUS 10A 2,9.78132E+12,BUS 10A CUSTOM,BERHANE,2018,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781323867501,Link
 BUS 172A 1,9.78126E+12,OPERATIONS & SUPPLY CHAIN MANAGEMENT  (RRMCG),JACOBS,2020,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781260238884,Link
 BUS 172A 1,9.78126E+12,OPERATIONS AND SUPPLY CHAIN MANAGEMENT: THE CORE,JACOBS,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781260443295,Link
 BUS 172A 1,9.78126E+12,OPERATIONS AND SUPPLY CHAIN MANAGEMENT: THE CORE,JACOBS,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781260443295,Link
 BUS 172A 1,9.78126E+12,OPERATIONS AND SUPPLY CHAIN MANAGEMENT: THE CORE,JACOBS,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781260443295,Link
 BUS 51A 1,9.78036E+12,BUSINESS ANALYTICS,CAMM,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780357131787,Link
 BUS 51A 1,9.78036E+12,BUSINESS ANALYTICS,CAMM,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780357131909,Link
 BUS 51A 1,9.78036E+12,BUSINESS ANALYTICS,CAMM,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780357131909,Link
 BUS 51A 1,9.78036E+12,BUSINESS ANALYTICS,CAMM,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780357131909,Link
 BUS 71A 1,9.78126E+12,ESSEN OF CORPORATE FINANCE  (RRMCG),ROSS,2020,REQ,1,AVA,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781260013955,Link
 BUS 71A 2,9.78126E+12,CONNECT 1-SEMESTER ONLINE ACCESS FOR ESSENTIALS OF CORPORATE FINANCE,ROSS,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781260394702,Link
 CBIO 101A 1,9.78082E+12,INTRO TO BIOORGANIC CHEMISTRY & CHEMICAL BIOLOGY,VAN VRANKEN,2011,REQ,1,AVA,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780815342144,Link
 CBIO 101A 1,9.78114E+12,INTRODUCTION TO BIOORGANIC CHEMISTRY AND CHEMICAL BIOLOGY,VRANKEN,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781135054823,Link
 CBIO 101A 1,9.78114E+12,INTRODUCTION TO BIOORGANIC CHEMISTRY AND CHEMICAL BIOLOGY,VRANKEN,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781135054823,Link
 CBIO 101A 1,9.78114E+12,INTRODUCTION TO BIOORGANIC CHEMISTRY AND CHEMICAL BIOLOGY,VRANKEN,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781135054823,Link
 CBIO 101A 1,9.78114E+12,INTRODUCTION TO BIOORGANIC CHEMISTRY AND CHEMICAL BIOLOGY,VRANKEN,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781135054823,Link
 CBIO 101A 1,9.78114E+12,INTRODUCTION TO BIOORGANIC CHEMISTRY AND CHEMICAL BIOLOGY,VRANKEN,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781135054823,Link
 CHEM 121A 1,9.78013E+12,INORGANIC CHEMISTRY (SUBSCRIPTION),TARR,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780133558944,Link
 CHEM 121A 1,9.78032E+12,INORGANIC CHEMISTRY,MIESSLER,2014,REQ,1,AVA,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780321811059,Link
 CHEM 142A 1,9.78094E+12,PHYSICAL CHEMISTRY: A MOLECULAR APPROACH,MCQUARRIE,1997,REQ,1,AVA,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780935702996,Link
 CHEM 142A 1,9.78189E+12,PHYSICAL CHEMISTRY:A MOLECULAR APPROACH,SIMON,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781891389962,Link
 CHEM 142A 1,9.78189E+12,PHYSICAL CHEMISTRY:A MOLECULAR APPROACH,SIMON,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781891389962,Link
 CHEM 25B 1,9.78096E+12,MOLECULAR VISIONS MODEL KIT (LOOSE PIECES),DARLING MODELS,2001,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780964883710,Link
 CHEM 25B 1,9.78132E+12,ORGANIC CHEMISTRY STUDY GUIDE AND SOLUTIONS,LOUDON,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781319385415,Link
 CHEM 25B 1,9.78194E+12,ORGANIC CHEMISTRY,LOUDON,2016,REQ,1,AVA,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781936221349,Link
 BIOL 15B 6,9.78132E+12,ACHIEVE FOR BIOLOGY: HOW LIFE WORKS (TWENTY-FOUR MONTHS ACCESS),MORRIS,N/A,CHC,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781319284367,Link
 ANTH 1A 1,9.78023E+12,TORTURE LETTERS,RALPH,2019,REQ,1,AVA,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780226650098,Link
 CHEM 25B 2,9.78132E+12,ORGANIC CHEMISTRY STUDY GUIDE AND SOLUTIONS,LOUDON,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781319385415,Link
 CHEM 25B 2,9.78194E+12,ORGANIC CHEMISTRY,LOUDON,2016,REQ,1,AVA,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781936221349,Link
 CHEM 25B 2,9.78194E+12,ORGANIC CHEMISTRY (SG-SOL MNL),LOUDON,2015,REQ,1,AVA,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781936221868,Link
 CHIN 20B 1,9.78089E+12,INTEGRATED CHINESE: SIMP CHAR (LVL 1:PT 2),LIU,2009,REQ,1,AVA,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780887276705,Link
 CHIN 20B 1,9.78089E+12,INTEGRATED CHINESE: SIMP CHAR (LVL 1:PT 2)(WKBK),LIU,2009,REQ,1,AVA,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780887276743,Link
 CHIN 20B 2,9.78089E+12,INTEGRATED CHINESE: SIMP CHAR (LVL 1:PT 2),LIU,2009,REQ,1,AVA,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780887276705,Link
 CHIN 20B 2,9.78089E+12,INTEGRATED CHINESE: SIMP CHAR (LVL 1:PT 2)(WKBK),LIU,2009,REQ,1,AVA,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780887276743,Link
 CLAS 133A 1,9.78052E+12,ART IN HELLENISTIC AGE,POLLITT,1986,REQ,1,AVA,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780521276726,Link
 CLAS 144B 1,9.78081E+12,LOOT,WAXMAN,2009,REQ,1,AVA,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780805090888,Link
 CLAS 144B 1,9.78143E+12,LOOT,WAXMAN,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781429960434,Link
 CLAS 144B 1,9.78184E+12,WHO OWNS OBJECTS?,ROBSON,2006,REQ,1,AVA,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781842172339,Link
 CLAS 145B 1,9.78019E+12,AEGEAN ART & ARCHITECTURE,PREZIOSI,1999,REQ,1,AVA,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780192842084,Link
 CLAS 145B 1,9.7802E+12,OXFORD HANDBOOK OF THE BRONZE AGE AEGEAN,CLINE,2012,REQ,1,AVA,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780199873609,Link
 CLAS 155A 1,9.78019E+12,THE OXFORD HISTORY OF ANCIENT EGYPT,SHAW,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780191604621,Link
 CLAS 155A 1,9.78019E+12,OXFORD HISTORY OF ANCIENT EGYPT,SHAW,2000,REQ,1,AVE,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780192804587,Link
 CLAS 155A 1,9.7803E+12,LITERATURE OF ANCIENT EGYPT,SIMPSON,2003,REQ,2,AVE,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780300099201,Link
 CLAS 155A 1,9.78039E+12,AKHENATEN,MAHFOUZ,1998,REQ,1,AVA,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780385499095,Link
 CLAS 155A 1,9.7805E+12,THE COMPLETE TEMPLES OF ANCIENT EGYPT,WILKINSON,N/A,REQ,1,AVA,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780500051009,Link
 CLAS 155A 1,9.7805E+12,POCKET MUSEUM: ANCIENT EGYPT,PRICE,2018,REQ,1,AVA,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780500294086,Link
 COSI 130A 1,9.78032E+12,INTRO TO AUTOMATA THEORY LANGUAGES & ETC (W/OUT ACCESS),HOPCROFT,2007,REQ,1,AVA,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780321455369,Link
 COSI 131A 1,9.78112E+12,OPERATING SYSTEM CONCEPTS,SILBERSCHATZ,2013,REC,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781118063330,Link
 COSI 132A 1,9.78052E+12,INTRO TO INFORMATION RETRIEVAL,MANNING,2008,REQ,1,AVA,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780521865715,Link
 COSI 132A 1,9.78114E+12,INTRODUCTION TO INFORMATION RETRIEVAL,SCHUTZE,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781139637435,Link
 COSI 139B 1,9.78111E+12,CAMBRIDGE HANDBOOK OF THE LEARNING SCIENCES,SAWYER,2014,REQ,1,AVE,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781107626577,Link
 COSI 159A 1,9.78013E+12,COMPUTER VISION,PONCE,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780133465075,Link
 COSI 159A 1,9.78014E+12,COMPUTER VISION: A MODERN APPROACH,FORSYTH,2012,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780136085928,Link
 ECON/FIN 250A 1,9.781E+12,PRACTICAL TIME SERIES FORECASTING WITH R: A HANDS-ON GUIDE,SHMUELI,2016,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780997847918,Link
 ECON 10A 1,9.78131E+12,PRIN OF MICROECONOMICS,MANKIW,2017,REC,1,AVA,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781305971493,Link
 ECON 10A 1,9.78134E+12,PRINCIPLES OF MICROECONOMICS,MANKIW,N/A,REC,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781337516891,Link
 ECON 10A 1,9.78134E+12,PRINCIPLES OF MICROECONOMICS,MANKIW,N/A,REC,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781337516891,Link
 ECON 10A 1,9.78134E+12,PRINCIPLES OF MICROECONOMICS,MANKIW,N/A,REC,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781337516891,Link
 ECON 134B 1,9.78039E+12,ECONOMICS OF THE PUBLIC SECTOR,STIGLITZ,2015,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780393925227,Link
 ECON 134B 1,9.78146E+12,PUBLIC FINANCE & PUBLIC POLICY,GRUBER,2016,REQ,1,AVA,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781464143335,Link
 ECON 150B 1,9.7802E+12,MODERN URBAN & REGIONAL ECONOMICS,MCCANN,2012,REQ,1,AVA,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780199582006,Link
 ECON 150B 1,9.78026E+12,LECTURES ON URBAN ECONOMICS,BRUECKNER,2011,REQ,1,AVE,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780262016360,Link
 ECON 161A 1,9.78132E+12,INTERNATIONAL MACROECONOMICS,FEENSTRA,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781319218423,Link
 ECON 161A 1,9.78132E+12,INTERNATIONAL MACROECONOMICS,FEENSTRA,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781319344177,Link
 ECON 171A 1,9.78126E+12,INVESTMENTS (RRMCG),BODIE,2021,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781260013832,Link
 BIOL 43B 1,9.78013E+12,HUMAN ANATOMY (SUBSCRIPTION),NATH,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780134424873,Link
 ECON 171A 1,9.78126E+12,INVESTMENTS,BODIE,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781260819427,Link
 ECON 171A 1,9.78126E+12,INVESTMENTS,BODIE,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781260819427,Link
 ECON 207A 1,9.78126E+12,MANAGERIAL ECONOMICS ETC (W/OUT ACCESS CODE),BAYE,2016,REQ,1,AVA,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781259290619,Link
 ECON 207A 1,9.78126E+12,MANAGERIAL ECONOMICS & BUSINESS STRATEGY,BAYE,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781259354311,Link
 ECON 207A 1,9.78126E+12,MANAGERIAL ECONOMICS & BUSINESS STRATEGY,BAYE,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781259354311,Link
 ECON 207A 1,9.78126E+12,MANAGERIAL ECONOMICS & BUSINESS STRATEGY,BAYE,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781259354311,Link
 ECON 28B 1,9.78126E+12,INTERNATIONAL ECONOMICS (RRMCG),PUGEL,2020,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781260004731,Link
 ECON 28B 1,9.78126E+12,INTERNATIONAL ECONOMICS,PUGEL,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781260484052,Link
 ECON 28B 1,9.78126E+12,INTERNATIONAL ECONOMICS,PUGEL,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781260484052,Link
 ECON 28B 1,9.78126E+12,INTERNATIONAL ECONOMICS,PUGEL,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781260484052,Link
 ECON 311A 1,9.78026E+12,ECONOMETRIC ANALYSIS OF CROSS SECTION & PANEL DATA,WOOLDRIDGE,2010,REQ,1,AVE,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780262232586,Link
 ECON 76B 1,9.78126E+12,LABOR ECONOMICS (LOOSEPGS),BORJAS,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781260484397,Link
 ECON 76B 1,9.78126E+12,LABOR ECONOMICS,BORJAS,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781260484434,Link
 ECON 76B 1,9.78126E+12,LABOR ECONOMICS,BORJAS,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781260484434,Link
 ECON 76B 1,9.78126E+12,LABOR ECONOMICS,BORJAS,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781260484434,Link
 ECON 80A 1,9.78146E+12,MICROECONOMICS,GOOLSBEE,2016,REQ,1,AVA,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781464187025,Link
 ECON 80A 2,9.78146E+12,MICROECONOMICS,GOOLSBEE,2016,REQ,1,AVA,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781464187025,Link
 ECON 82B 1,9.78013E+12,MACROECONOMICS (RRPHE),ABEL,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780134896441,Link
